#,Symbol,Weight
170,NXPI,0.124527
171,FCX,0.124328
172,AIG,0.124059
173,TRV,0.123701
174,STZ,0.120468
175,PSX,0.120047
176,ADSK,0.119634
177,HCA,0.11949
178,APH,0.119147
179,ECL,0.117078
180,CTVA,0.116246
181,XEL,0.115337
182,MAR,0.115274
183,DOW,0.11509
184,WMB,0.115033
185,TEL,0.114109
186,DLTR,0.113983
187,CMG,0.113522
188,WELL,0.113415
189,PAYX,0.113067
190,A,0.112108
191,MNST,0.111126
192,PRU,0.11026
193,MSI,0.109899
194,ALL,0.109499
195,DLR,0.108785
196,EA,0.107501
197,SBAC,0.107401
198,MSCI,0.106994
199,CTSH,0.106503
200,AJG,0.105474
201,HPQ,0.102912
202,YUM,0.102857
203,AFL,0.10241
204,CTAS,0.101989
205,DVN,0.101743
206,JCI,0.100788
207,KMI,0.099997
208,MCHP,0.099907
209,BAX,0.099855
210,ED,0.098532
211,GPN,0.0979
212,IDXX,0.09735
213,BIIB,0.097292
214,SPG,0.09706
215,DXCM,0.097019
216,PH,0.096785
217,HSY,0.096597
218,RMD,0.096595
219,KR,0.095852
220,PEG,0.095492
221,WEC,0.094887
222,BK,0.094037
223,HLT,0.094023
224,WBD,0.093674
225,CARR,0.093641
226,ILMN,0.093286
227,TT,0.092877
228,VICI,0.091768
229,OTIS,0.090186
230,IFF,0.089868
231,NUE,0.088246
232,ENPH,0.088088
233,FAST,0.087987
234,CMI,0.087073
235,VRSK,0.086867
236,DD,0.086718
237,ES,0.086557
238,MTB,0.086135
239,TDG,0.085809
240,DFS,0.085666
241,TWTR,0.085429
242,MTD,0.085393
243,PCAR,0.085096
244,PPG,0.084572
245,HES,0.084438
246,AWK,0.082789
247,RSG,0.082506
248,KHC,0.082279
249,FRC,0.081968
250,WBA,0.081489
251,HAL,0.081361
252,ROST,0.081265
253,KDP,0.081245
254,BKR,0.081021
255,TROW,0.080662
256,AVB,0.08043
257,AMP,0.079931
258,KEYS,0.079466
259,WY,0.079351
260,AME,0.078532
261,ODFL,0.077433
262,OKE,0.07656
263,APTV,0.075613
264,CBRE,0.075434
265,GLW,0.075422
266,TSN,0.074979
267,SIVB,0.074167
268,CPRT,0.073979
269,EQR,0.073513
270,EBAY,0.073483
271,DTE,0.073141
272,ALB,0.072812
273,DHI,0.072296
274,EIX,0.071705
275,WST,0.071185
276,ON,0.070688
277,TSCO,0.070526
278,ROK,0.070187
279,EFX,0.070124
280,FITB,0.070083
281,EXR,0.070031
282,CHD,0.070003
283,ANET,0.069973
284,LYB,0.069804
285,STT,0.069673
286,LH,0.06892
287,AEE,0.068329
288,WTW,0.068271
289,ETR,0.068122
290,BALL,0.067783
291,HIG,0.06675
292,ZBH,0.066485
293,CDW,0.066368
294,DRE,0.066175
295,ARE,0.066133
296,ANSS,0.065739
297,LUV,0.065642
298,ABC,0.065138
299,CTRA,0.064607
300,MTCH,0.064495
301,FE,0.064244
302,WAT,0.064241
303,STE,0.063628
304,GWW,0.062921
305,LEN,0.062182
306,PPL,0.061886
307,MKC,0.061806
308,VTR,0.06138
309,NTRS,0.060864
310,CTLT,0.060761
311,FTV,0.06068
312,ULTA,0.060613
313,IT,0.060508
314,TTWO,0.059885
315,FANG,0.059869
316,GPC,0.059386
317,MAA,0.059155
318,CEG,0.058777
319,VMC,0.058726
320,ALGN,0.058092
321,CMS,0.058002
322,MLM,0.057988
323,DAL,0.057491
324,AMCR,0.057103
325,PWR,0.057049
326,CNP,0.055951
327,PKI,0.055831
328,K,0.055689
329,EPAM,0.055149
330,NDAQ,0.055006
331,RF,0.054667
332,HOLX,0.05461
333,CF,0.054584
334,CFG,0.054497
335,URI,0.054427
336,TDY,0.054268
337,CINF,0.053766
338,HBAN,0.053742
339,RJF,0.053633
340,DOV,0.05299
341,VRSN,0.052566
342,CLX,0.052481
343,BR,0.052396
344,HPE,0.052089
345,IR,0.051989
346,MPWR,0.051989
347,ESS,0.051676
348,FLT,0.051402
349,CAG,0.051269
350,MOS,0.050744
351,MOH,0.050673
352,SWK,0.050655
353,EXPD,0.049939
354,SEDG,0.049725
355,J,0.049648
356,KEY,0.049292
357,DGX,0.049023
358,SWKS,0.048882
359,ZBRA,0.048366
360,IP,0.048163
361,PFG,0.047847
362,WAB,0.04748
363,ATO,0.047394
364,PAYC,0.046979
365,GRMN,0.046861
366,PARA,0.046807
367,MRO,0.046768
368,COO,0.046378
369,FDS,0.046008
370,POOL,0.045855
371,INCY,0.045796
372,DRI,0.04574
373,KMX,0.045651
374,STX,0.045483
375,TER,0.045463
376,TRMB,0.045449
377,AKAM,0.045381
378,SYF,0.045287
379,CAH,0.044911
380,VFC,0.044816
381,DPZ,0.04478
382,EVRG,0.044542
383,NTAP,0.044086
384,GNRC,0.043974
385,BBY,0.043842
386,TECH,0.043505
387,LNT,0.04337
388,AES,0.04331
389,EXPE,0.043239
390,SJM,0.043224
391,LDOS,0.043199
392,CPT,0.043021
393,WDC,0.042955
394,XYL,0.042904
395,TYL,0.042815
396,WRB,0.042793
397,IRM,0.042775
398,PEAK,0.042715
399,IEX,0.042655
400,BRO,0.042449
401,JBHT,0.042131
402,LKQ,0.042049
403,JKHY,0.041416
404,AVY,0.041347
405,NVR,0.041071
406,OMC,0.040883
407,TXT,0.040758
408,HRL,0.040676
409,UDR,0.040664
410,NLOK,0.040535
411,FMC,0.040337
412,PKG,0.040153
413,CHRW,0.039958
414,BF.B,0.038746
415,BXP,0.038279
416,MAS,0.038274
417,CBOE,0.038204
418,VTRS,0.037826
419,HWM,0.037677
420,CE,0.03725
421,CTXS,0.037176
422,KIM,0.037086
423,SBNY,0.036826
424,ABMD,0.036624
425,TFX,0.035976
426,LVS,0.035865
427,APA,0.035864
428,UAL,0.035403
429,EMN,0.035306
430,NI,0.035151
431,CRL,0.03514
432,AAP,0.034611
433,LYV,0.034574
434,L,0.034462
435,HST,0.034261
436,PTC,0.034227
437,NDSN,0.034154
438,ETSY,0.034073
439,RE,0.033835
440,BIO,0.033592
441,IPG,0.033532
442,LW,0.032868
443,QRVO,0.032705
444,HAS,0.032586
445,HSIC,0.032473
446,WRK,0.032409
447,SNA,0.032298
448,FOXA,0.032269
449,PHM,0.031958
450,TAP,0.031821
451,MGM,0.031568
452,MKTX,0.030569
453,AIZ,0.030224
454,LUMN,0.030155
455,CPB,0.030025
456,CMA,0.029833
457,FFIV,0.028679
458,JNPR,0.028301
459,NRG,0.0282
460,GL,0.028097
461,REG,0.02755
462,WHR,0.027501
463,AAL,0.027307
464,ALLE,0.02673
465,RHI,0.026399
466,HII,0.026164
467,NLSN,0.025845
468,FBHS,0.025805
469,CZR,0.025681
470,SEE,0.025526
471,TPR,0.025507
472,OGN,0.025225
473,BWA,0.025075
474,ROL,0.024748
475,LNC,0.024371
476,PNW,0.024312
477,ZION,0.023485
478,RCL,0.023434
479,PNR,0.023309
480,XRAY,0.023261
481,AOS,0.022946
482,DXC,0.022504
483,NWL,0.022245
484,CCL,0.021742
485,CDAY,0.021277
486,UHS,0.021124
487,FRT,0.020533
488,BBWI,0.020041
489,BEN,0.019831
490,MHK,0.01941
491,NWSA,0.018759
492,WYNN,0.018095
493,IVZ,0.016734
494,DVA,0.015546
495,ALK,0.015458
496,PENN,0.015392
497,NCLH,0.014585
498,VNO,0.014
499,DISH,0.013817
500,FOX,0.013737
501,RL,0.013437
502,PVH,0.012627
503,NWS,0.005988
504,EMBC,0.000004
